	0
15414	Så siger ministeren, at blandt alle dem, der søger, får ni ud af ti seniorførtidspension.
15415	Jeg ved ikke, hvordan de tackler det ude i kommunerne, når folk kommer ind og er nedslidte og har behov for en seniorførtidspension.
15416	Men jeg har i hvert fald hørt adskillige gange, at hvis der er nogle, der snakker om det, får de at vide, at det skal være efter de almindelige regler.
15417	Nå, okay, så er det det, vi skal.
15418	Så bliver det ikke registreret.
15419	Men det er rigtig nok, at blandt dem, der er registreret for at have søgt om det, dem, der har fået et papir på, at de har søgt om seniorførtidspension, er det ni ud af ti, der får det.
15420	Men dem, der har fået at vide, at jamen det kan du ikke, for du skal under de almindelige regler om førtidspension, bliver ikke registreret, selv om de har spurgte efter seniorførtidspension.
15421	Det bliver ikke registreret, at de har søgt.
15422	Det kræver, at man udfylder en blanket, når man søger seniorførtidspension.
15423	Det er klart, at så ville tallet jo ikke være så højt.
15424	For det var jo det, der skete, dengang vi lavede aftalen om seniorførtidspension.
15425	Der vil jeg nok give hr. Finn Sørensen ret.
15426	Jeg tror nok, det er hr. Finn Sørensen, der har sagt, at det godt kan være, at det var en lempeligere tilgang, at man fik det hurtige afslag.
15427	Jeg tror nok, at det så nogenlunde var noget i den stil, hr. Finn Sørensen sagde.
15428	Det er nok rigtig nok.
15429	Men for Dansk Folkeparti drejer det sig altså ikke bare om bevidstløst at hæve pensionsalderen.
15430	Vi skal se på, hvordan man tilgodeser folk, så de kan være på arbejdsmarkedet i så lang tid som muligt, nemlig så lang tid man kan, og så skal vi hjælpe dem, der ikke kan.
15431	Derfor er det også svært at sætte et tidspunkt for, hvornår man har behov for at få en seniorførtidspension eller et seniorfleksjob.
15432	Tak.
15433	Og det fremsatte forslag til vedtagelse vil herefter indgå i den videre forhandling.
15434	Der er en kort bemærkning fra hr. Finn Sørensen, Enhedslisten.
15435	Værsgo.
15436	Det er en vigtig pointe, som vi skal huske, når vi skal diskutere ændringer i den.
15437	Tak for det.
15438	Ordføreren.
15439	Nu er det sådan, at jeg ikke udsteder nogen garanti.
15440	Vi har sagt det, vi har sagt, om pensionsalderen.
15441	Vi går ikke ind og støtter regeringen i at fremrykke pensionsalderen.
15442	Men hvad der sker om 10 år, kan jeg ikke stå og sige noget om, for jeg aner ikke, hvad der sker om 10 år.
15443	Til den tid er jeg nok ikke i Folketinget.
15444	Jeg er jo en af dem, der efterhånden er ved at være oppe i alderen.
15445	Spørgeren.
15446	Nu taler jeg jo ikke om personlige garantier.
15447	Jeg taler om, hvad Venstres, undskyld, Dansk Folkepartis politik er.
15448	Undskyld, at jeg kom til at forveksle der.
15449	Det var ikke bevidst; det kunne det måske have været i nogle situationer.
15450	Jamen hr. Bent Bøgsted, næste gang Dansk Folkeparti senest skal forholde sig det er i 2020, for det er det, der står i loven.
15451	Så svaret fra Dansk Folkeparti er vel: Vores garanti gælder kun til 2020. Så bliver vi nødt til at medvirke til en forhøjelse af pensionsalderen.
15452	Ordføreren.
15453	Det der med at medvirke til en forhøjelse af pensionsalderen kræver jo, at vi er enige om, at det ser sådan ud.
15454	For hvis ikke vi vurderer, at der er grundlag for at hæve pensionsalderen, så er den der ikke.
15455	Så enkelt er det jo.
15456	Der er ikke flere korte bemærkninger, så tak til ordføreren.
15457	Den næste i rækken er hr. Klaus Markussen som ordfører for Venstre.
15458	Tak, og tak til Enhedslisten for at rejse den her forespørgselsdebat.
15459	Forespørgerne vil gerne vide, hvilke menneskelige og samfundsmæssige konsekvenser en højere pensionsalder giver.
15460	Jeg er egentlig glad for, at vi igen får mulighed for at drøfte pensionsalderen.
15461	Det giver mig nemlig en mulighed for at kaste nogle reelle fakta ind i debatten, som jeg synes har en tendens til at blive glemt.
15462	Men jeg vil tillade mig starte et andet sted.
15463	I sidste uge kunne man i Berlingske læse en analyse udgivet af Dansk Industri.
15464	Her var konklusionen ikke til at tage fejl af.
15465	De sidste 10 års reformer har gjort Danmark 130 mia. kr. rigere og øget beskæftigelsen med 155.000 personer.
15466	Det er et helt afgørende skridt, vi har taget med reformerne, som – om ikke andet – burde inspirere os.
15467	Det er vigtigt, at vi fastholder og at vi sikrer det økonomiske opsving, som vi befinder os i.
15468	Det er da en nyhed, vi skal glæde os over.
15469	Det giver store problemer på den lange bane.
15470	Derfor synes jeg egentlig, at det er usolidarisk ikke at gøre noget.
15471	Hvis vi blot sidder på vores hænder og ikke tør tage ansvaret på os, vil det blive dyrt for vores børns generation.
15472	Så efter min mening er det ansvarligt at kaste blikket på pensionsalderen.
15473	Debatten i dag handler om menneskelige og samfundsmæssige konsekvenser af en højere pensionsalder.
15474	Sandheden er, at der i dag er over en million danskere, der modtager folkepension.
15475	Vi bruger 130 mia. kr. på folkepension hvert år.
15476	I de kommende år bliver der flere, der trækker sig tilbage fra arbejdsmarkedet, og færre, der træder ind på arbejdsmarkedet.
15477	Det betyder, at færre skal forsørge flere, og det giver altså et problem på sigt.
15478	Derfor er det både solidarisk og ansvarligt over for vores unge generationer at justere lidt på pensionsalderen, så vi sikrer balance mellem generationernes pensionisttilværelse.
15479	Som det ser ud nu, kan den nuværende generation se frem til 18 år på pension, mens de kommende generationer kun kan se frem til 15 år.
15480	Det mener jeg faktisk ikke er rimeligt.
15481	Venstre har tværtimod sikret gode muligheder for vores nedslidte borgere.
15482	Jeg bliver lige et øjeblik ved seniorførtidspensionen, for det er en rigtig god ordning.
15483	En analyse fra Finansministeriet viser nemlig, at ni ud af ti, der søger om at få seniorførtidspension, får den, og det giver mig et helt andet billede end det, som mange på venstrefløjen tegner.
15484	Tallene viser helt tydeligt, at ordningen fungerer, og det synes jeg er værd at hæfte sig ved, men jeg tilkendegiver dog, at langt færre end ventet benytter sig af ordningen.
15485	Derfor er det også vigtigt, at vi får udbredt kendskabet til ordningen hos kommunerne.
15486	Sidste år gjorde den forhenværende beskæftigelsesminister kommunerne opmærksom på førtidspensionen, hvilket forhåbentlig kan bidrage til, at flere stifter bekendtskab med den i fremtiden.
15487	Så lad os ikke sparke ordningen til hjørne, men i stedet for sørge for, at flere får glæde af den.
15488	Tilbage til pensionsalderen.
15489	Vi ser lige nu, at markant flere faglærte seniorer bliver i arbejdstøjet, fordi de selv ønsker det.
15490	Jeg har for eksempel læst artikler om Arriva, som har stor glæde af eksempelvis tre 80-årige buschauffører.
15491	I dag bevarer 67.000 danskere tilknytning til arbejdsmarkedet gennem minifleksordninger.
15492	Til Enhedslisten og til SF vil jeg sige, at det får større samfundsmæssige konsekvenser, hvis vi ikke justerer pensionsalderen, end hvis vi gør det.
15493	Konsekvensen af, at færre skal forsørge flere, gør, at vi går en årrække i møde, hvor der er meget store offentlige underskud.
15494	En række økonomer peger desuden på, at den unge generation bliver den første generation i 200 år, som kan se frem til en lavere levestandard end deres forældres.
15495	Efter min mening er det ikke en udvikling, vi kan være bekendt.
15496	Jeg synes, at vi bør lytte til det flertal af økonomer, der understreger, at en hævet pensionsalder sikrer balance imellem generationerne.
15497	Det synes jeg er politisk ansvarligt, og jeg synes også, at vi i fællesskab skal blive enige om at overlevere det bedst mulige samfund til de generationer, som følger efter os.
15498	Tak.
15499	Der er nogle korte bemærkninger.
15500	Den første spørger er hr. Finn Sørensen, Enhedslisten.
15501	Værsgo.
15502	Tak.
15503	Så kort er den diskussion.
15504	Men jeg vil gerne holde ordføreren op på det her med det solidariske.
15505	Ordføreren mener virkelig, at det er en solidarisk handling at hæve pensionsalderen.
15506	Hvor solidarisk er det? Kan ordføreren ikke forklare mig den noget besynderlige definition af ordet solidarisk?
15507	Ordføreren.
15508	Jeg synes, det er bemærkelsesværdigt igen at høre den her myte om, at en hævelse af tilbagetrækningsalderen skal gå til at finansiere skattelettelser til de rigeste.
15509	Det synes jeg ikke er værdigt.
15510	Spørgeren.
15511	Og Venstre har jo heller ikke holdt sig tilbage, for at tage et eksempel, til at øremærke kontanthjælpsloftet til skattelettelser – det er bare et eksempel.
15512	Hvor solidarisk er det?
15513	Ordføreren.
15514	Danmark er simpelt hen blevet rigere, både af de reformer, som Venstre har haft taget initiativ til, og de reformer, som Venstre har medvirket til.
15515	Den ros har jeg ikke noget problem med at anerkende.
15516	Det er præcis det, der er pointen i forhold til det solidariske perspektiv her.
15517	Vores politik er, at der er ingen, som ikke kan arbejde, og som er nedslidt, som vil blive tvunget til at blive på arbejdsmarkedet længere tid.
15518	Tværtimod er det her et udtryk for rettidig omhu i forhold til at tage de rigtige beslutninger i rette tid.
15519	Og jeg ser virkelig frem til, at regeringen kommer med et konkret udspil på området.
15520	Tak.
15521	Den næste spørger er hr. Leif Lahn Jensen, Socialdemokratiet.
15522	Værsgo.
15523	Tak for det.
15524	Jeg hørte ordføreren sige, at vi skal have en god fremtidig velfærd, og det er vi sådan set enige i.
15525	Når jeg siger det, er det for at gøre opmærksom på dem, der har slidt og slæbt, siden de gik ud af folkeskolen.
15526	Altså, nu hørte vi om hr. Finn Sørensens barnebarn.
15527	Lad os forestille os, at hr. Finn Sørensens barnebarn går ud af folkeskolen i en alder af 17-18 år for at arbejde.
15528	Jamen så skal barnebarnet jo arbejde i 57 år.
15529	Det er ret meget.
15530	Det tror jeg ikke der er ret mange herinde der kommer til, for de har jo gået i skole, indtil de var næsten 30 år.
15531	Det er det, der er problemet.
15532	Hvad med alle de mennesker, der har slidt og slæbt i så mange år? Hvad er svaret til dem?
15533	Ordføreren.
15534	Og de initiativer, vi foreslår, skal være med til at sikre, at der også fremadrettet vil være råd til ordentlig velfærd for alle.
15535	Jeg synes, at dem, der nu sidder og siger, at de ikke vil noget, er usolidariske og sender en regning videre ind i børneværelset til de kommende generationer frem for at løse udfordringerne nu.
15536	Spørgeren.
15537	Usolidarisk eller ikke usolidarisk – jeg er da godt klar over, at en ordentlig, rigtig liberalistisk Venstremand selvfølgelig er solidarisk med samfundsøkonomien.
15538	Men jeg er som en god socialdemokrat solidarisk med de her nedslidte mennesker, som ikke har en chance.
15539	Hvad har I tænkt jer at gøre ved dem? Altså, jeg har ikke fået et svar.
15540	Det var lige før, det var en hån mod de her mennesker.
15541	Hvad har Venstre tænkt sig at gøre?
15542	Ordføreren.
15543	Jamen altså, det, som er udgangspunktet for Venstres politik, er at tage de rigtige beslutninger i rette tid.
15544	Det er vigtigt for Venstre, at der også i fremtiden er råd til ordentlig velfærd.
15545	Jeg vil sådan set godt se gennem fingre med beskyldningerne om at være ultraliberal og alt muligt.
15546	Det dækker bare alt sammen over, at hr. Leif Lahn Jensen ikke har en interesse i at tage ansvar og medvirke til at løse problemerne nu frem for at sende regningen videre ind i børneværelset.
15547	Den næste spørger er hr. Karsten Hønge, SF. Værsgo.
15548	Jeg er rigtig spændt på at høre, hvordan statskassen ser ud sådan set fra regeringens vinkel.
15549	Som jeg kan forstå det, hænger det øjensynlig sammen på den måde, at man kan argumentere for, at man hæver pensionsalderen, fordi man kan få flere penge til at strømme ind i kassen.
15550	Samtidig argumenterer man for skattelettelser, bare i andre sammenhænge.
15551	Men de to ting hænger ikke sammen.
15552	Men nu har ordføreren da chancen for at forklare, hvordan den danske statskasse ser ud fra regeringens vinkel.
15553	Ordføreren.
15554	Sådan forholder det sig ikke, sådan har det ikke forholdt sig, og sådan vil det ikke forholde sig.
15555	Spørgeren.
15556	Jamen som så mange andre svar bliver det jo ikke mere rigtigt af, at man bare gentager lektien.
15557	Men i øvrigt ros for papegøjeeffekten, hvor man bare gentager det, man har sagt.
15558	Må jeg få en beskrivelse af, hvordan den statskasse ser ud, hvor man lader penge strømme ind, og hvor man – ganske vist ikke i den samme argumentation – siger, at de skal gå til skattelettelser.
15559	Men man argumenterer også for skattelettelser.
15560	Hvordan vil regeringen forhindre, at de penge, der kommer ind ved at hæve pensionsalderen, går til skattelettelser?Det kan man selvfølgelig ikke, for der er jo ikke en skillevæg i en statskasse.
15561	Er der det, regering?
15562	Ordføreren.
15563	Det er positivt, for det betyder, at danskerne lever længere og lever sundere.
15564	Men det betyder også, at aldersgrænsen for, hvornår man kan komme på pension, at kommet bagud.
15565	Og det er sådan set det, der er baggrunden for regeringens politik.
15566	Tak til Venstres ordfører.
15567	Den næste i rækken er fru Laura Lindahl som ordfører for Liberal Alliance.
15568	Værsgo.
15569	Ønsker man i stedet at holde fast i en fast pensionsalder, vil konsekvenserne være, at folk får stadig flere pensionsår, og det vil betyde en stor økonomisk udfordring.
15570	Jeg synes, det ville være rigtig spændende at se et sammenhængende alternativ til det nuværende system fra de partier, som har travlt med at problematisere, at levetid og pensionsalder følges ad.
15571	Heldigvis har vi i Danmark et rimelig stort økonomisk ansvarligt flertal, og det betyder, at de danske statsfinanser er solide, og at man har taget højde for demografiske udfordringer i god tid.
15572	Tak.
15573	Det var hr. Bent Bøgsted, der læste forslaget til vedtagelse op – men det er tilgivet.
15574	Der er korte bemærkninger, og den første spørger er hr. Karsten Hønge, SF. Værsgo.
15575	Men nu kan jeg da så give chancen til Liberal Alliances ordfører.
15576	Jeg er med på, at man ikke argumenterer for, at en forhøjelse af pensionsalderen skal bruges til skattelettelser, men hvordan vil man forhindre, at det bliver virkeligheden?
15577	Ordføreren.
15578	Det her handler jo lige så meget om et spørgsmål om prioritering.
15579	Det her er jo et politisk spørgsmål.
15580	Og der vil vi det sidste, fordi vi mener det er rimeligt, og fordi det er det, vi synes vi skal bruge fælles midler på.
15581	Spørgeren.
15582	Jamen det var flot valgtale for Liberal Alliance – det er ærgerligt, at det ikke havde noget at gøre med det, jeg spurgte om, for ellers kunne det da blive sådan en spændende dialog.
15583	Men det havde altså ikke en snus med det at gøre.
15584	Ordføreren.
15585	Det er jo ikke sådan, at vi vil hæve pensionsalderen for at få flere penge ind i statskassen.
15586	Det er sådan, at vi vil hæve pensionsalderen, så der ikke er flere penge, der siver ud af statskassen.
15587	Det er jo præcis det, der er tilfældet her, nemlig at vi bare forhindrer at have flere udgifter på det her område, end vi ville have, hvis vi gør, som vi gør i dag.
15588	Den næste spørger er hr. Finn Sørensen, Enhedslisten.
15589	Tak.
15590	Ordføreren kan vel ikke benægte, at hver eneste gang, man forhøjer pensionsalderen – især i en tid, hvor der bliver flere ældre – så sparer man statskassen for rigtig, rigtig mange milliarder.
15591	Det er jo svimlende milliardbeløb.
15592	Så det er bare lige det første spørgsmål, jeg gerne vil have ordføreren til at svare på.
15593	Ordføreren.
15594	Jamen det er jo korrekt, at når vi vil hæve pensionsalderen, er det jo for at mindske de merudgifter, vi står og ser frem mod.
15595	Der er jo ikke tale om, at det her bliver nye penge i den danske statskasse.
15596	Det er et spørgsmål om, at vi forhindrer, at der er flere penge, der ryger ud – penge, som skal komme ind et sted fra.
15597	Og hvor skal de komme fra?
15598	Spørgeren.
15599	Så lad være med at komme at sige, at der ikke fremlagt alternativer.
15600	Det var en lang tale, selv om der ikke var et spørgsmål.
15601	Ordføreren.
15602	Lige til det sidste omkring arbejdsmiljø så ved ordføreren jo godt, at det også ligger regeringen og partierne i regeringen på sinde.
15603	Og den intention tror jeg vi alle sammen herinde deler.
15604	Tak til ordføreren.
15605	Den næste i rækken er hr. Torsten Gejl som ordfører for Alternativet.
15606	Værsgo.
15607	Mange tak.
15608	De fleste danskere vil ikke hæve pensionsalderen.
15609	Når folk siger sådan, synes jeg, vi skal lytte.
15610	Men jeg synes, regeringen vælger at lukke ørerne for befolkningens ønsker.
15611	Som ministeren udtrykker det, vil det ud fra et samfundsmæssigt perspektiv være rigtigt, at folk bliver længere på arbejdsmarkedet.
15612	Men hvis vil lige vender tilbage til ministerens lidt mere sofistikerede udtryk, vil det ud fra et samfundsmæssigt perspektiv være vigtigt, at folk bliver længere på arbejdsmarkedet.
15613	I mit samfundsperspektiv er samfundet til for menneskets skyld, i stedet for at vi er til for samfundets skyld.
15614	Det betyder ikke, at jeg bare tror, at pengene vokser på træerne.
15615	Jeg er selv virksomhedsejer.
15616	Jeg har i mange år været vant til, at tingene skal kunne løbe rundt.
15617	Jeg har måttet vise økonomisk ansvarlighed de sidste mange år af mit liv.
15618	Derfor lytter vi også, når befolkningen siger: Lad være med at skrue på den skrue, der forhøjer pensionsalderen.
15619	Så der er ikke ingen tvivl om, at vi i Alternativet ikke deler ønsket om endnu en gang at hæve pensionsalderen over en bred kam.
15620	Stress er blevet en livsstilssygdom for hundredetusinder.
15621	Skal vi bare sige til dem: Arbejd længere? 900.000 danskere har svært ved at få et familieliv og arbejdsliv til at hænge sammen.
15622	Skal vi bare sige til dem: Knokl mere? For 3F'ernes vedkommende er det hver fjerde, der må forlade arbejdsmarkedet, før de bliver 60 år.
15623	Der er altså 25 pct. chance for, at du som 3F'er ikke kan holde til en tilværelse på arbejdsmarkedet indtil den nuværende pensionsalder.
15624	Det er en kæmpe udfordring, at så ekstremt mange mennesker er nødt til at tage på arbejde på smertestillende medicin og antidepressiver for at kunne klare sig igennem en arbejdsdag.
15625	Så hvis vi skal have et bedre pensionssystem, skal det tage højde for, at mennesker også har et liv efter arbejdet.
15626	Vi skal ikke have et pensionssystem, der baserer sig på at drive den sidste arbejdsevne ud af folk før pensionsalderen.
15627	Vores arbejdsmarked skal ikke nedslide mennesker psykisk og fysisk, og lige nu er en høj pensionsalder en kæmpe udfordring for rigtig, rigtig mange grupper.
15628	Derfor støtter Alternativet op om den forslag til vedtagelses-tekst, som Enhedslistens ordfører læste op.
15629	Der er en kort bemærkning fra hr. Klaus Markussen, Venstre.
15630	Værsgo.
15631	Tak for ordførertalen.
15632	Anerkender ordføreren, at vi i en lang række år fremover bliver færre til at forsørge flere? Og anerkender ordføreren derfor også, at der kommer en regning, der skal betales?
15633	Ordføreren.
15634	Min holdning er, at det ved Klaus Markussen intet som helst om.
15635	Vi står foran digitalisering, vi står foran robotisering.
15636	Bill Gates og Elon Musk, kæmpestore erhvervsmagnater, siger, at vi sandsynligvis kommer i en situation, hvor vi ikke alle sammen behøver at arbejde for at få samfundet til at løbe rundt.
15637	Så jeg siger: Nej, det anerkender jeg ikke.
15638	Spørgeren.
15639	Synes ordføreren, det er rimeligt at efterlade en regning til dem?
15640	Ordføreren.
15641	Tak til Alternativets ordfører.
15642	Den næste i rækken er hr. Karsten Hønge som ordfører for Socialistisk Folkeparti, også kaldet SF.
15643	Regeringen leger med usikkerheden for titusindvis af mennesker ved igen igen at bringe pensionsalderen i spil – ikke for politikere, nej, uhadada, men for alle andre.
15644	Hvad skal pengene så bruges til? Skattelettelser, billigere biler eller andre dårlige ideer, man under natlige forhandlinger kan få ovre i Finansministeriet.
15645	Det vil skabe endnu mere skævhed, endnu mere uretfærdighed.
15646	De mennesker, der startede tidligt på job, og som ofte har haft et hårdt arbejdsliv til beskedne lønninger, kan få lov til at betale regningen.
15647	Regeringen har stort set kun et arrogant skuldertræk tilovers for de mennesker, som nedslidte er kommet i klemme i døren på vej ud af arbejdsmarkedet.
15648	Mange ældre får alt for lidt ud af seniorårene, enten fordi de dør for tidligt, eller fordi de er for nedslidte til at kunne nyde livet som seniorer.
15649	Det er en køn måde at sige tak for et langt arbejdsliv på. Tak for indsatsen, du gamle.
15650	Din arbejdsindsats belønnes med utryghed og ulighed, og mange frygter ikke at kunne holde til de sidste år på arbejdsmarkedet.
15651	Vi kan ikke være det bekendt.
15652	Indtil efterlønnen blev ødelagt, gik hver tredje 3F'er og hvert fjerde medlem af FOA på efterløn.
15653	Til gengæld var det kun hver 20. akademiker.
15654	I dag er det sådan, at hver fjerde 3F'er som 60-årig enten er førtidspensioneret eller død.
15655	Årenes slid på kroppen gennem hårdt fysisk arbejde eller slid på det mentale overskud gennem en stressende hverdag forstyrrer sjældent højrefløjen.
15656	Regeringen leder jo efter penge til at kunne forsøde tilværelsen for helt andre borgere.
15657	Livet på arbejdspladserne kan være brutalt, og mange nedslidte borgere leder desperat efter nødudgange til et anstændigt liv.
15658	Samme pensionsalder for alle betyder ekstrem ulighed, når folk med meget forskellige liv behandles ens.
15659	Den uretfærdighed får større betydning, i takt med at folkepensionsalderen sættes i vejret.
15660	Men vi skal ikke finde os i, at den ekstreme sociale skævhed også giver adgang til så forskellige seniorår.
15661	Regeringen er faret vild, og det er den, fordi deres kompas ikke svarer til virkeligheden.
15662	Som det er nu, forstærkes uligheden.
15663	Mennesker med mange år på arbejdspladserne skal have mulighed for at stige af, før de når pensionsalderen, så de kan få nogle gode år som seniorer.
15664	Hele vejen igennem arbejdslivet ser vi jo en brutal ulighed i adgangen til for eksempel et godt og sundt arbejdsmiljø, ulighed i adgangen til et langt og sundt liv.
15665	Der er ulighed i indkomst, uddannelse og muligheder for at påvirke sit eget arbejdsliv.
15666	Som rosinen i pølseenden får den hårdtarbejdende lønmodtager til sidst en grov skuldertakling på vej ud af arbejdslivet og over i seniorårene.
15667	Har du haft et dejligt arbejdsliv med en lang uddannelse, høj løn, stor indflydelse på din egen arbejdsdag, ja, så får du nogle lækre år som senior.
15668	Har du slæbt, siden du var ganske ung, er takken utryghed, langt færre penge og et markant kortere liv.
15669	Det synes SF ikke er i orden.
15670	Vi vil række seniorerne en hjælpende hånd ved at skabe tryghed om pensionsalderen og ved at indføre færre og bedre muligheder for tidligere at kunne trække sig tilbage.
15671	Der er korte bemærkninger, og den første spørger er fru Laura Lindahl, Liberal Alliance.
15672	Værsgo.
15673	Tak for det.
15674	Ordføreren.
15675	Det er for at illustrere det valg, man står over for.
15676	Spørgeren.
15677	Okay, jeg forstår det bare ikke.
15678	Men man må indrømme, at man ikke kæmper deres kamp.
15679	Ordføreren.
15680	Jeg er lidt i tvivl om, hvad fru Laura Lindahl vil have mig til at sige.
15681	Den næste spørger er hr. Klaus Markussen, Venstre.
15682	Værsgo.
15683	Tak.
15684	Ordføreren sagde, at vi andre havde ødelagt efterlønnen.
15685	Men er det ikke korrekt, at ordførerens eget parti gik med til det, da ordførerens parti gik i regering?
15686	Ordføreren.
15687	Der er aldrig nogen, der må være et sekund i tvivl om, hvad SF mener om efterlønnen.
15688	Vi gjorde oven i købet forsøg på at gøre folketingsvalget i 2007 til afstemning om, hvorvidt man skulle bevare efterlønnen.
15689	SF's står fuldt og helt inde for efterlønnen.
15690	Spørgeren.
15691	Jeg synes, ordføreren taler udenom.
15692	Men så vi prøver noget andet: Selvfølgelig skal man kunne trække sig tilbage fra arbejdsmarkedet før tid, hvis man er nedslidt.
15693	Det har vi sagt hele tiden.
15694	Kan ordføreren oplyse mig om, hvem der siger andet?
15695	Ordføreren.
15696	Efter det stiller SF et konkret forslag, hvor vi gør det lettere for seniorer at trække sig ud af arbejdsmarkedet.
15697	Jeg synes da, at vi her i salen jævnlig bliver præsenteret for forslag konsekvent fra venstrefløjen om at gøre det lettere for seniorerne at trække sig tilbage.
15698	Jeg har ikke hørt et eneste forslag fra regeringen.
15699	Tak til SF's ordfører.
15700	Den næste i rækken er beskæftigelsesministeren.
15701	Tak for det, og tak for mange spændende indlæg.
15702	Man må jo konstatere, at vi stadig væk er tæt på den 1. maj.
15703	Der var jo nogle, der var oppe i et niveau, hvor jeg aldrig har hørt dem være før.
15704	Det var jo lige før, at den, der var mest saglig af dem, der i hvert fald står bag forespørgslen her, var hr. Finn Sørensen, og det piner mig jo at skulle indrømme det.
15705	Det var et relativt nuanceret indlæg.
15706	Det var ikke et godt indlæg, men det var relativt nuanceret.
15707	Jeg må sige, at der dér ikke skal grines af ministeren, det er der ikke nogen grund til.
15708	Jeg tror sådan set, de fleste her på Christiansborg gerne vil have, at samfundet bliver rigere.
15709	Der er heller ikke nogen af os, der arbejder henimod, at dyr og planter skal gå til, og alt skal gå galt.
15710	Det er jo ikke det, vi arbejder for her på Christiansborg, men der er da nogle forskellige uenigheder om, hvor vi skal bevæge os hen.
15711	Det medgiver jeg.
15712	Hun var kandidat til formandsposten, men fandt ud af, at det, da hun ikke kunne vælges, så nok var en bedre idé at skifte til et andet parti, også da man trådte ud af regeringen, altså Astrid Krag.
15713	Hun konstaterede jo relativt hurtigt, efter at hun var blevet minister, at der ikke fandtes pengetræer i Danmark.
15714	Det var klogt.
15715	Det er jo nærmest højtlæsning for dværge.
15716	Altså, der er vel ingen, der kan tro, at der findes pengetræer, og der må man jo sige at hr. Karsten Hønge er på vej hen igen.
15717	For det, som debatten handler om i dag, er jo bl.a., som en lang række ordførere også klogt har sagt, at vi sådan set ønsker at fremtidssikre det her samfund.
15718	Det er der rigtig mange ansvarlige partier der gerne vil, og man skulle måske også minde om, at det jo ikke er sådan, at pensionsalderen altid har været 65 år.
15719	Det har man glemt her i dag.
15720	Mange af dem, der blander sig i debatten her, ved jo udmærket godt, at den i starten af 00'erne var 67 år.
15721	Når vi så kommer til at leve længere, er det jo helt fornuftigt, at vi ser på det.
15722	Og det må man jo sige at man gør med afsæt i, at vi heldigvis lever længere tid, og at vi også har et sundere liv.
15723	Så var der også et par myter, som jo igen blev trukket ud af stalden, og som der var sidst, og det var jo så af hr. Leif Lahn Jensen.
15724	Sidst havde vi jo en lang debat om, hvorvidt hr. Leif Lahn Jensen ønskede at høre, hvad der blev sagt fra talerstolen.
15725	Jeg husker meget tydeligt, at jeg sidst sagde, at der måtte være noget galt med ørerne på hr. Leif Lahn Jensen, og det tror jeg ikke der er længere.
15726	Nu tror jeg, det er en anden diagnose, vi skal stille.
15727	Det må man jo sige at vi kan konstatere at både statsministeren, finansministeren og jeg selv har sagt adskillige gange.
15728	Men for mig handler det her altså om solidaritet.
15729	Det er jo ikke en given sag, at der bare er indtægter i al fremtid.
15730	Det er jo nok et samfund, som vi ikke kan forholde os til i dag, og det bringer mig så også over til en anden diskussion om arbejdsmiljø, som vi jo har haft gentagne diskussioner om.
15731	Der er der da heldigvis noget, der samler et bredt flertal i Folketinget, nemlig indsatsen for arbejdsmiljøet, og det har vi diskuteret ret indgående de seneste uger.
15732	Jeg jo netop i dag sagt, at vi bl.a. inden for én branche, altså landbruget, kommer til at lave en forstærket indsats for at undgå, at vi ser så mange dødsfald, som vi ser.
15733	Vi skal gøre noget ved arbejdsmiljøet.
15734	Hvad betyder det samfund, vi er på vej ind i? Det er der ingen mennesker der diskuterer.
15735	I forhold til i hvert fald hr. Finn Sørensen og hr. Karsten Hønges indlæg måtte man jo forstå, at det nærmest er en tilbagevenden til et meget hårdt industrisamfund.
15736	Det betyder ikke, at man ikke skal være optaget af at sikre, at arbejdsmiljøet har prioritet, og det vil jeg bare gerne slå fast i dag at det har.
15737	Det er jeg ethundrede procent enig i.
15738	Vi kan også glæde os over, at der er flere seniorer, der nu bliver på arbejdsmarkedet, og jeg er også helt åben over for at diskutere, hvad man kan tage af yderligere initiativer for at sikre det.
15739	Jeg tror selv, at der endnu er meget at gøre, for eksempel opsat pension.
15740	Der er mange, der ikke er klar over, hvordan de regler er.
15741	Der kan vi gøre en langt større indsats for at gøre folk opmærksom på, hvad det er for muligheder, man har, hvis man benytter sig af den model, for nu blot at nævne et konkret punkt.
15742	Men for mig er det afgørende at slå fast, at regeringen for det første inden sommerferien kommer med et udspil i forhold til tilbagetrækning.
15743	Der er en række korte bemærkninger.
15744	Den første spørger er hr. Leif Lahn Jensen, Socialdemokratiet.
15745	Værsgo.
15746	Tak for det.
15747	Det er en lidt sjov drejning, tingene har fået i dag, jeg starter med at være en god socialdemokrat og er så blevet en god socialdemokrat med diagnoser.
15748	Det er jo fantastisk.
15749	Men hvis man laver en forhøjet pensionsalder og samtidig laver skattelettelser, er det med afsæt i den samme kasse, så et eller andet sted er det jo med til at finansiere det.
15750	Jeg ved nu, at man gerne vil have en forhøjet pensionsalder, så kan ministeren bekræfte, at der altså ikke kommer forslag fra regeringen om skattelettelser i den kommende tid?
15751	Ministeren.
15752	Altså, jeg tror ikke, jeg har sat nogen diagnose på hr. Leif Lahn Jensen, og det ville jeg heller slet ikke være i stand til at gøre, for i min verden er hr. Leif Lahn Jensen en dygtig politiker.
