	0
3061	Tak.
3062	Til gengæld kan jeg så fortælle, at jeg skal hilse fra Socialdemokratiet og sige, at de er enige i, at vi skal afvise det her beslutningsforslag.
3063	Jeg skal også hilse fra Det Konservative Folkeparti.
3064	De er også enige i, at vi skal afvise beslutningsforslaget.
3065	Så det er lige før, at jeg har et flertal af Folketinget i ryggen.
3066	Jeg mangler kun ganske få mandater.
3067	Danmarks årlige EU-bidrag bliver jo fastlagt i overensstemmelse med det, der hedder forordningen for EU's egne indtægter, og det samme gælder sådan set de andre landes EU-bidrag.
3068	Det er en forordning, der blev vedtaget enstemmigt af alle 28 stats- og regeringschefer tilbage i 2013.
3069	Og så har vi her i Folketinget også godkendt det.
3070	Det skete i 2014.
3071	I de aftaler er der ikke nogen bestemmelser, som giver et enkelt medlemsland mulighed for at kræve, at aftalerne bare sådan lige kan genåbnes.
3072	Det gælder for Danmarks vedkommende, men det gælder sådan set også for de andre.
3073	Det kan kun ske i særlige tilfælde efter forslag fra Kommissionen.
3074	Det er et arbejde, der sker i overensstemmelse med de forhandlingsmandater, som jo bliver indhentet i Folketingets Europaudvalg forud for budgetforhandlingerne.
3075	Det er f.eks. ikke retvisende alene at se på statens nettobidrag, da man dermed udelader et betydeligt hjemtag af EU-midler til vores kommuner, vores regioner og vores selvejende institutioner.
3076	Så det reelle nettobidrag er altså lavere, end DF anfører.
3077	Og så glemmer DF jo altså også noget, når man taler om – hvordan var det, det blev sagt? – at vi taber penge på den her butik.
3078	Nej, det gør vi altså ikke.
3079	Det er heller ikke rigtigt, at Storbritanniens udtræden sådan pr. automatik medfører ekstraudgifter, der skal dækkes af de andre 27 medlemslande.
3080	Jeg synes, det er meget tidligt, Dansk Folkeparti smider håndklædet i ringen.
3081	For Danmarks og andre budgetansvarlige landes tilgang er den, at Storbritanniens udtræden ikke må medføre stigninger i EU-bidraget.
3082	Med andre ord skal EU slankes, når Storbritannien forlader fællesskabet.
3083	Til gengæld er vi loyale, vi er en god samarbejdspartner, som lever op til de aftaler, vi indgår.
3084	Vi bliver anset som både troværdige og ansvarlige, og det er der for mig at se absolut ingen grund til at lave om på. Vi kan derfor ikke støtte beslutningsforslaget.
3085	Tak.
3086	Der er en kort bemærkning fra hr. Kenneth Kristensen Berth.
3087	Vi er vant til, at De Konservative ikke gør det, men at Socialdemokratiet ikke kan stille med en ordfører, synes jeg simpelt hen er skændigt.
3088	Nu ved jeg, at der er lidt ekstra opmærksomhed på den her debat, og det vil måske også komme Socialdemokratiet til ugunst, at der er det, når man ikke kan stille med en ordfører.
3089	Jeg synes simpelt hen, det er pinligt.
3090	Så vil jeg også spørge ordføreren, om ordføreren er enig i, at i EU's maksimale indtægt må udgøre 1,23 pct. af bruttonationalindkomsten i EU-landene.
3091	Er ordføreren enig i, at de 1,23 pct. er et godt pejlemærke? 
3092	Ordføreren.
3093	Spørgeren.
3094	Jeg vil kalde det, som hr. Jan E. Jørgensen giver udtryk for her, foragt for folkestyret.
3095	Jeg synes, det er en pinlig adfærd fra hr. Jan E. Jørgensens side, men det må han selv om.
3096	Ordføreren.
3097	Det vil sige, at vi kommer ned på at have et EU, der er mindre, end det er i dag, rent økonomisk.
3098	Det burde sådan set glæde Dansk Folkeparti.
3099	De svulstige bemærkninger, som hr. Kenneth Kristensen Berth starter med, tror jeg bare at vi skal lade ligge.
3100	Tak til hr. Jan.
3101	E. Jørgensen fra Venstre.
3102	Der er ikke flere korte bemærkninger.
3103	Den næste ordfører er hr. Søren Søndergaard fra Enhedslisten.
3104	Tak.
3105	Det betyder altså, at vi betaler lidt under halvdelen af de 20 milliarder i vores nettobidrag.
3106	Men jeg synes, det er vigtigt at tilføje, at det kun er den halve sandhed, for de milliarder, vi betaler, og som vi får igen, er jo ikke nogen, som vi selv kan bestemme over.
3107	Det er penge, som EU bevilger os til bestemte formål.
3108	Eller et andet eksempel: Vi sender penge til Bruxelles, som så beslutter at støtte en skibakke på Bornholm.
3109	Men hvis pengene havde ligget i vores egne lommer, kunne vi have ladet Bornholm selv bestemme, om deres mest brændende ønske her i verden nu også var at få en skibakke.
3110	Og så synes jeg ikke, at det hjælper ret meget, at vi fra finansministeren får at vide, at han også har indflydelse på, hvor mange skibakker der skal bygges på Malta.
3111	Vi er fuldstændig imod det her lommepengesamfund, hvor vi skal bede om at få nogle af vores egne penge igen, og hvor vi oven i købet ikke kan bruge dem, som vi vil.
3112	Derfor vil vi også meget gerne diskutere, hvordan vi får det system ændret.
3113	Vi er også fuldstændig enige i, at EU kunne reducere sit forbrug gevaldigt, uden at nogle almindelige mennesker ville komme til at lide under det.
3114	Altså med henvisning til en nylig artikel i den internationale presse kan man jo sige, at ombygning af bordeller på den tysk-tjekkiske grænse nok burde ligge betydelig uden for EU-støttede områder.
3115	Man skal åbenbart hore meget, før ørerne falder af.
3116	Men problemet er, at EU's pengeforbrug og det danske EU-bidrag ikke alene handler om de her ting, og forslaget handler ikke alene om de her ting.
3117	Det handler også om en dansk rabat, mere end det handler om at få lavet systemet grundlæggende om.
3118	Størstedelen af EU's indtægter kommer fra medlemskontingentet fra de 28, snart 27, måske snart 26 eller 25 lande.
3119	Fra Enhedslisten kan vi helt sikkert godt finde noget fornuftigere at bruge pengene til end at stoppe 50 mia. kr. om året i det autoritære regime i Ungarn og over 100 mia. kr. i Polen.
3120	Tak for det.
3121	Der er en kort bemærkning fra hr. Kenneth Kristensen Berth.
3122	Vi kan jo altid diskutere metoderne, bare vi er enige målet.
3123	Men det, jeg sådan set gerne vil spørge hr. Søren Søndergaard om, er i relation til den her debat om rabatter og spørgsmålet om, hvorvidt Danmark betaler det, vi skal, eller mere end det, vi skal.
3124	Jeg vil bare spørge hr. Søren Søndergaard, hvordan han ser på det instrument, der hedder rabat på UK-rabatten, som en række lande jo har.
3125	Altså, det er Tyskland, Holland, Sverige og Østrig, der har en rabat på UK-rabatten, der svarer til tre fjerdedele af det beløb, de skulle betale for at dække Storbritanniens rabat.
3126	Så hvordan ser hr. Søren Søndergaard på det forhold, at de her lande altså har en ret stor rabat på UK-rabatten, og at vi i Danmark aldrig har haft sådan en rabat?
3127	Ordføreren.
3128	For os er nettobidraget det afgørende.
3129	Herrens veje er uransagelige, og det samme gælder i forhold til alle de der måder, man beregner ting på i EU, med rabatter og rabat på rabatter osv.
3130	Det er ligesom det samlede billede, og ud fra det kan vi så bare ikke argumentere for, hvorfor vi specielt i forhold til f.eks.
3131	For det første skal vi lade være med at sende penge ned for at få dem igen, for at få indflydelse på skibakker på Malta.
3132	Og for det andet skal vi simpelt hen have en lavere udgift fra EU.
3133	Spørgeren.
3134	Jamen der er jo ganske meget af det, hr. Søren Søndergaard siger, som vi sagtens kan blive enige om.
3135	Ordføreren.
3136	Det er jo bare en kendsgerning, og det er vel det, de vil bruge.
3137	Lad os nu forestille os, at hr. Kenneth Kristensen Berths ønske går igennem.
3138	Hvad vil der så ske? Så vil Sverige jo komme og sige: Nu betaler vi meget mere, så nu vil vi også have en rabat.
3139	Og så kan det der cirkus fortsætte.
3140	Problemet med EU er ikke rabatterne.
3141	Problemet med EU er den fundamentalt forkerte måde, økonomien er organiseret på, og det ønsker vi at få gjort noget ved.
3142	Jeg vil gerne sige tak til hr. Søren Søndergaard.
3143	Der er ikke flere korte bemærkninger.
3144	Og så vil jeg byde velkommen til fru Christina Egelund fra Liberal Alliance.
3145	Tak for det.
3146	Jeg synes, der bruges for mange penge i EU. Jeg synes, at budgetterne burde beskæres og regningen gøres mindre.
3147	Det synspunkt mener Liberal Alliance at den til enhver tid siddende danske regering skal arbejde for, når den deltager i budgetforhandlinger med de andre EU-lande.
3148	Når det så er sagt, skal vi som land selvfølgelig være loyale over for de aftaler, vi indgår med andre lande, uanset i hvilken sammenhæng det sker.
3149	Derfor kan vi heller ikke støtte det beslutningsforslag, som vi behandler her.
3150	På den måde er der lidt en parallelitet til det, der foregår i Folketinget.
3151	Jeg synes også, at den danske stat bruger for mange penge.
3152	Jeg kan ikke lade være med at bemærke, at der er en vis dobbelthed i det, som DF foreslår her.
3153	Her virker Dansk Folkeparti nemlig mest af alt ivrige efter, at vi fra Danmarks side nærmest skal gå briternes ærinde og skaffe Storbritannien en god aftale.
3154	Det vil altså helt uomtvisteligt være rigtig dyrt for de danske skatteborgere og dermed fordyre den samlede regning, som man her ønsker at reducere.
3155	Liberal Alliance kan ikke støtte beslutningsforslaget.
3156	Tak. 
3157	Tak.
3158	Der er en kort bemærkning fra hr. Kenneth Kristensen Berth.
3159	Tak til fru Christina Egelund.
3160	Jeg har faktisk på fornemmelsen, at hvis fru Christina Egelund og fru Christina Egelunds parti ikke sad i regering, ville Liberal Alliance sådan set have støttet det her forslag.
3161	Men lad nu det ligge.
3162	Vi hører i hvert fald budskabet fra Liberal Alliance om, at det beløb, som Danmark betaler, skal ned.
3163	Men når det så ikke skal være i form af en rabat, kunne jeg godt tænke mig at spørge fru Christina Egelund om, hvordan det så skal være.
3164	Nu vil jeg helst ikke have et eller andet svar, der går i retning af, at EU bare skal reducere sine budgetter.
3165	Jeg vil gerne vide: Hvor mener fru Christina Egelund, at EU skal reducere sine budgetter?
3166	Ordføreren.
3167	Først til spørgerens fornemmelse af, at Liberal Alliance i den her sag indtager et andet standpunkt, end vi ville have gjort, hvis vi sad uden for regering: Det er ikke rigtigt.
3168	Det kan jeg sådan set godt sige, for i de tilfælde, hvor det er rigtigt, siger vi det også bare helt ærligt.
3169	Så den fornemmelse er ikke rigtig, for jeg synes ikke, at Danmark skal være sådant et land, der indgår aftaler forskellige steder i verden for så bagefter bare at løbe fra dem.
3170	Det er faktisk ret vigtigt for os, at Danmark er en troværdig samarbejdspartner og et land, som man kan regne med; de aftaler, vi indgår, overholder vi.
3171	Til det andet spørgsmål: Vi er egentlig ikke optaget af, om regningen reduceres via en større rabat, eller ved at det overordnede budget gøres mindre.
3172	Jeg synes, det mest logiske er, at den samlede udgift gøres mindre, og det kan jo f.eks. være ved at skære ned på nogle af de strukturfonde, som jeg synes godt kunne klare sig for lidt færre midler. 
3173	Spørgeren.
3174	Hvordan kan man som liberal bakke op om et projekt som EU, hvor budgetterne i virkeligheden løber løbsk? Det er jo i virkeligheden det, der er tale om, når man år efter år har en så stor vækst.
3175	Ordføreren.
3176	Når spørgeren refererer til, at vi i Danmark er enige om, at vi vil have en vækst på 0,5 pct. pr. år, går jeg ud fra, at spørgeren mener en vækst i de offentlige udgifter.
3177	Det er så ikke rigtigt, for det er vi ikke enige om.
3178	Bestemte vi alene, ville vi have en minusvækst i de offentlige udgifter.
3179	Men vi lever med, at det er der ikke flertal for i Folketinget, bl.a. fordi spørgerens parti har en anden holdning.
3180	Spørgerens parti synes jo, at de offentlige udgifter skal være noget større end de 0,5 pct., sådan var det i hvert fald sidst, vi hørte om det.
3181	Og sådan fungerer det jo de steder, hvor man indgår kompromiser, således også i EU. Vi vil gerne reducere statens budgetter i Danmark, og vi vil også gerne reducere EU's samlede budgetter.
3182	Hr.
3183	Søren Søndergaard.
3184	Nu antydede fru Christina Egelund sådan en vis enighed med Enhedslisten på det her punkt, og nu vil jeg så forfølge mit held.
3185	Man kan ikke få så mange fra Danmark, så når man skal lave et forskningsprojekt, er et af de første kriterier derfor ikke, om det er fornuftigt eller ej, men om det kan få EU-støtte eller ej.
3186	Er det også Liberal Alliances opfattelse, at det er dybt usundt for Danmarks udvikling?
3187	Ordføreren.
3188	Jeg er sådan set enig indtil det allersidste, som spørgeren siger, nemlig at det er dybt usundt for Danmarks udvikling.
3189	Det synes jeg måske er at kravle lidt rigelig højt op på den retoriske klinge.
3190	Det er der ikke det, der skal drive, hvordan man udvikler forskellige projekter.
3191	Jeg er da fuldstændig enig i, at det er det forkerte incitament.
3192	Spørgeren.
3193	Det er jeg virkelig glad for at Liberal Alliance er enig i, for det er der jo masser af institutioner, der lider under.
3194	Altså, der er ikke penge i danske kasser, så skal man til EU, og så tager man ikke det bedste projekt, men man tager det projekt, der kan få EU-støtte.
3195	Jeg mener, at vi i stedet for at sende de penge ned til EU skulle beholde dem herhjemme og så selv træffe beslutning om, hvad vi ville bruge dem til.
3196	Ordføreren.
3197	Jeg er fuldstændig enig.
3198	Altså, jeg synes, som jeg sagde det tydeligt i min ordførertale, at man skal skære i EU's budgetter.
3199	Det er ikke sikkert, at spørgeren er enig i det, men så langt som til det, spørgeren skitserede, er vi i hvert fald enige.
3200	Tak til fru Christina Egelund, og jeg vil høre, om fru Pernille Schnoor er ordfører på denne sag.
3201	Det er hun ikke.
3202	Så går vi videre til fru Zenia Stampe fra Radikale Venstre.
3203	Værsgo.
3204	Jeg har æren af ikke kun at tale på egne og Radikales vegne i dag, men også at tale på Alternativets vegne.
3205	Det er selvfølgelig et stort ansvar, men jeg håber, jeg kan leve op til tilliden.
3206	Det er aftaler, som vi har indgået, og som vi står ved, og som vi i øvrigt heller ikke har nogen mulighed for at åbne, fordi den mulighed jo ikke findes rent juridisk.
3207	Så synes vi også, at timingen er utrolig dårlig.
3208	Der er en stribe korte bemærkninger, og den første er fra hr. Jan E. Jørgensen.
3209	Jeg skal bare udtrykke ærgrelse over, at Alternativet ikke havde bedt mig om at forelægge det, så jeg kunne have haft 99 mandater i ryggen, og så ikke sige mere.
3210	Der var ikke nogen kommentarer.
3211	Så tager vi den næste korte bemærkning, og den er fra hr. Kenneth Kristensen Berth.
3212	Jeg vil da også benytte lejligheden til at komplimentere fru Zenia Stampe for, at det er lykkedes for fru Zenia Stampe at samle to tredjedele af det gamle Radikale Venstre oppe på talerstolen.
3213	Det er jo skønt.
3214	Men fred være med det, det er et lille parti, så det har jeg forståelse for kan kikse.
3215	Ordføreren.
3216	Spørgeren.
3217	Ordføreren.
3218	Så tror jeg, det er vigtigt, at EU står sammen i de her forhandlinger med Storbritannien, så vi får en god aftale for EU, så vi kan få en god aftale for Danmark.
3219	Hr.
3220	Søren Søndergaard.
3221	Jeg har også en række spørgsmål til Alternativet, men det vil nok være at gå for vidt.
3222	Altså: Hvilke tanker gør Radikale sig om EU's økonomiske måde at være skruet sammen på?
3223	Ordføreren.
3224	Det her er et beslutningsforslag, der handler om, at Danmark lige her og nu skal gå til EU og bede om at få genforhandlet det danske bidrag og en rabat.
3225	Det er ikke et beslutningsforslag, som handler om EU's generelle økonomiske system.
3226	Den debat synes jeg vi skal tage den dag, den er på dagsordenen, vi kan også tage den i Europaudvalget, men det er ikke det, der er til diskussion i dag.
3227	Spørgeren.
3228	Nej, nej, men jeg har fuldstændig respekt for, at ordføreren ikke vil begive sig ud i det.
3229	Men okay, vi tager diskussionen i andre sammenhænge.
3230	Så siger vi tak til fru Zenia Stampe, og så skal jeg høre, om der måtte være en SF'er, som har ordførerskabet på denne sag.
3231	Det er der ikke.
3232	Så har vi udtømt mulighederne for at få ordførere fra partierne, og så har vi muligheden for at høre ordføreren for forslagsstillerne, hr. Kenneth Kristensen Berth.
3233	Imens han bevæger sig herop, skal jeg sige, at vi fra formandskabets side ikke håber, at det her med, at færre og færre partier deltager, udvikler sig.
3234	Det er en rigtig god ting, hvis alle partier er til stede.
3235	Det kan jeg kun være enig med formanden i.
3236	Sådan er det ikke med mange af de andre rabatter, som der er i EU-systemet.
3237	Den rabat, som kaldes UK-rabatten, og som Tyskland, Sverige, Holland og Østrig har, er f.eks. som udgangspunkt ikke tidsbestemt.
3238	Nu har Storbritannien selvfølgelig meldt sig ud, men der er næppe tvivl om, at de lande vil fastholde en ret til en rabat på EU's budgetter.
3239	Så vi har sådan set ikke rigtig sparet noget; vi har bare fået lov til at betale en smule mindre ind til EU's kasse, end vi ellers ville have gjort.
3240	Det går ikke i længden.
3241	I Danmark er vi underlagt et budgetloft.
3242	EU fortæller os, hvor mange penge vi kan tillade os at bruge.
3243	Regeringen lagde i sin 2025-plan op til, at de offentlige serviceudgifter i Danmark højst måtte stige med 0,5 pct. årligt.
3244	I EU steg EU's samlede forpligtelser fra 2016 til 2017 med 1,8 pct.
3245	Det er ikke rimeligt, at vi i Danmark skal holde igen med at finansiere vores velfærdssamfund, samtidig med at EU holder forbrugsfest.
3246	EU's budgetter er bare steget og steget.
3247	Europa-Kommissionen har endog lagt op til at sprænge denne ramme, så EU vil kunne bruge endnu flere penge.
3248	Forbrugsfesten i EU på bekostning af de europæiske borgere må ganske enkelt standses.
3249	Når briterne melder sig ud af EU, kommer EU til at mangle penge i kassen, og det er som sagt ikke Storbritannien, der har fået pengene; det er en række andre lande.
3250	Storbritannien bidrog med, hvad der svarede til 14 pct. af EU's budget i 2016, og regningen for, at Storbritannien forlader EU, vil i 2023 være på et sted mellem 350 og 530 mia. kr.
3251	Det er penge, som skal findes, enten ved, at andre lande skal betale mere, eller via nedskæringer.
3252	Der er en række lande i EU, der er nettomodtagere af beløb fra EU, og de lande vil jo meget nødig modtage færre penge.
3253	Vi skal ikke blive ved med at betale til lande Grækenland, Spanien og Portugal uden at få noget igen.
3254	De lande må begynde at tage ansvar for sig selv i stedet for at modtage kontinuerlige overførsler fra EU.
3255	Der skal skæres i overførslerne til Syd- og Østeuropa.
3256	Vi må kræve, at de lande indretter deres pensionssystemer, arbejdssystemer og sociale systemer på en mere hensigtsmæssig og tidssvarende måde.
3257	Det var egentlig min forventning, at en bred kreds af partier ville bakke op om det, men det kan jeg så forstå ikke er tilfældet.
3258	Det håber jeg trods alt også at finansministeren er indstillet på, selv om finansministeren jo er overbevist EU-tilhænger og globalist.
3259	Tak for det.
3260	Der er en kort bemærkning fra hr. Søren Søndergaard.
3261	Men den diskussion kan vi tage en anden gang.
3262	Hvorfor er det ikke en generel ændring af det økonomiske system i EU, som Dansk Folkeparti sætter på dagsordenen, ligesom vi gør i Enhedslisten?
3263	Ordføreren.
3264	Så vidt jeg kan se, er Danmark enten den største eller næststørste nettobidragyder inden for de senere år.
3265	Så kan man altid stille spørgsmålet, hvorfor vi ikke tager et grundlæggende opgør med det her.
3266	For at sige det meget klart er det, fordi jeg ikke tror på det.
3267	Men selv om jeg ville ønske, jeg kunne sige, at jeg troede på det, tror jeg simpelt hen ikke på, at man kan vende det store tankskib, som EU er på det her område.
3268	Jeg tror, der bliver en gevaldig slåskamp, når det handler om at finde ud af, hvordan man skal rydde op efter den britiske udmeldelse.
3269	Spørgeren.
3270	Så vidt jeg lige husker, skal EU's budget, den 7-årige finansielle ramme, vedtages enstemmigt.
3271	Ordføreren.
3272	Sagen er jo den, at der er en masse lande, der er nettomodtagere, og de sidder også på relativt mange stemmer efterhånden.
3273	For hvis vi kigger på den måde, rabatordningerne er indrettet på i dag, tilgodeses de fire lande tidsubestemt og Danmark tidsbestemt.
3274	Derfor står vi – synes jeg – i en meget udsat position, når det handler om, hvordan den regning bliver fordelt.
3275	Det kan være, jeg tager fejl, men det er min observation, at vi står meget udsat.
3276	Tak for det.
3277	Der er ikke flere korte kommentarer.
3278	Dermed er vi nået til enden, for så er forhandlingen sluttet.
3279	Jeg foreslår, at forslaget henvises til Europaudvalget.
3280	Hvis ikke nogen af jer gør indsigelse, betragter jeg det som vedtaget.
3281	Det er vedtaget.
3282	Tak for det.
3283	Han har i forskellige sammenhænge siden forklaret, at det nuværende økonomisystem, de økonomiske styreformer, har ramt muren, ikke mindst i forhold til effektiviseringskravet på 2 pct.
3284	Det samme signal har personalet sendt.
3285	Man kan altså ikke føde 2 pct. hurtigere år efter år, og man kan altså ikke bede fru Hansen om at klare toiletbesøget 2 pct. hurtigere år efter år.
3286	I sidste ende betyder det derfor, at personalet konstant er bagefter.
3287	Det er også i det lys, at SF har valgt at rejse den her forespørgselsdebat om de kommende budgetforhandlinger med Danske Regioner.
3288	Tak for det.
3289	Så er turen kommet til besvarelsen, og det er finansministeren, der vil stå for den.
3290	Værsgo.
3291	Det glæder jeg mig til at få genfortalt af fru Kirsten Normann Andersen heroppe fra Folketingets talerstol.
3292	I mellemtiden vil jeg sige, at jeg er blevet bedt om at redegøre for, hvad jeg kan oplyse om forhandlingerne.
3293	Derfor er det begrænset, hvad jeg i dag kan berette om en kommende aftale, for en aftale indebærer, at der er to parter, der er blevet enige.
3294	Men jeg vil på linje med tidligere i det følgende redegøre for de overordnede rammer for de kommende økonomiforhandlinger.
3295	Udgangspunktet for økonomiforhandlingerne om de samlede rammer for den offentlige økonomi og regionernes økonomi for 2018 skal fastsættes under hensyn til den økonomiske udvikling.
3296	Ser vi samlet set på dansk økonomi, kan vi konstatere, at vi lige nu er inde i et opsving med tiltagende vækst, faldende ledighed og kraftig fremgang i beskæftigelsen.
3297	Det er ikke mindst nødvendigt set i lyset af den demografiske udvikling, vi kan se, med flere ældre og færre til at stå for forsørgelsen i de kommende år.
3298	Det er her vigtigt at understrege, at regeringen ønsker at føre en ansvarlig økonomisk politik.
3299	Det betyder også, at finanspolitikken skal tilrettelægges herefter.
3300	Der er på nuværende tidspunkt behov for tilbageholdenhed i finanspolitikken, så den økonomiske politik passer til konjunkturerne.
3301	Vi skal nemlig sikre, at vi får et holdbart opsving i dansk økonomi, og vi skal imødegå risiciene for overophedning og flaskehalse på arbejdsmarkedet.
3302	Som jeg har sagt før, skal vi ikke tilbage til 00'erne, hvor krisen blev forværret, fordi vi oplevede en periode, hvor de offentlige udgifter løb løbsk.
3303	Samtidig er det regeringens ambition, at de samlede offentlige udgifter skal udgøre en mindre andel af samfundsøkonomien.
3304	Regeringen har som mål, at basisvæksten i det offentlige forbrug som udgangspunkt skal udgøre 0,3 pct.
3305	Hertil kommer de prioriteringer, som bliver mulige på grund af reformer, f.eks. en SU-reform.
3306	Reformer skal være med til at omstille den offentlige sektor, så den bidrager der, hvor der er mest brug for den.
3307	Samlet set er budskabet, at de økonomiske rammer for den offentlige sektor i de kommende år vil være stramme, også selv om vi lykkes med at øge prioriteringsrummet yderligere gennem reformer.
3308	Tilbageholdenhed er et nødvendigt vilkår, da en sund offentlig økonomi er en forudsætning for, at vi kan skabe vækst og udvikling i hele Danmark.
3309	Det er også nødvendigt for, at vi fremover har muligheden for at bevare et stærkt velfærdssamfund.
3310	I forhandlingerne om regionernes økonomi er det selvfølgelig også vigtigt at se på den samlede økonomiske situation på sundhedsområdet og for regionerne.
3311	Der er ingen tvivl om, at sundhedsområdet er et område, der bliver prioriteret højt af regeringen.
3312	I 2016 tilførte V-regeringen sundhedsområdet 2,4 mia. kr., hvoraf regionerne fik langt størstedelen, herunder – til orientering – til stigende udgifter til medicin.
3313	Ser vi endelig ned i regionernes regnskaber for 2016, kan vi se, at det også ser ganske fornuftigt ud.
3314	Regionernes regnskaber for 2016 er således ca. 300 mio. kr. under budgettet for 2016 på cirka ca. 107,7 mia. kr.
3315	Det er faktisk et mindreforbrug, der er større end det mindreforbrug, der var i 2015.
3316	Samtidig er der ikke længere indikationer på et markant tryk af medicinudgifter og aktivitetsstigninger på sygehusene, som det har været tilfældet i tidligere år.
3317	Det dæmper presset for yderligere midler til sygehusene.
3318	Det skal sammenholdes med de muligheder, der er for bedre kapacitetsudnyttelse og bedre arbejdsgange.
3319	Det samlede billede er derfor en rolig og afdæmpet udgiftsudvikling.
3320	En anden væsentlig del af regionernes økonomi vedrører investeringer.
3321	Det omfatter bl.a. de kvalitetsfondsstøttede sygehusbyggerier, de såkaldte supersygehuse, hvor der frem mod 2022 samlet set er prioriteret investeringer for mere end 48 mia. kr.
3322	Byggerierne er af høj kvalitet, da de udgør hjørnestenen i den fremtidige organisering af vores sundhedsvæsen, og de senere år har regionernes anlægsrammer derfor også været historisk høje.
3323	Men byggerierne stiller krav, stiller store krav om ansvarlighed fra regionernes side, så vi får nogle realistiske afløbsprofiler.
3324	Det skyldes som tidligere nævnt, at der er behov for tilpasninger, der er i tråd med en fornuftig stabiliseringspolitik og tilpasset konjunktursituation.
3325	Budskabet er altså, at regionerne må bidrage til at nedbringe de offentlige investeringer til et holdbart niveau og prioritere kvalitetsfondsstøttede byggerier på et realistisk niveau.
3326	Den økonomiske prioritering af sundhedsvæsenet går hånd i hånd med et krav til regionerne om at modernisere og realisere muligheder for effektiviseringer.
3327	Sundhedssektoren er kendetegnet ved en betydelig teknologisk udvikling, nye behandlingsmetoder, nye sygehuse og ny medicin.
3328	Det giver grundlag for at løse opgaverne bedre og billigere.
3329	På sundhedsområdet er redskabet et krav om samlede produktivitetsforbedringer på 2 pct.
3330	Det understøttes af en række analyser af grundlaget for effektiviseringer og omprioriteringer.
3331	Så er der lavet en analyse af administrationen af regionerne, der indikerer, at andelen af administrativt personale er stigende og udgør en stadig større del af det samlede personale.
3332	Derfor er bedre kapacitetsudnyttelse, bedre indkøb og en omprioritering af administration til patienternes sundhed væsentlige temaer for økonomiforhandlingerne.
3333	Der er aktuelt en del debat om styringen på sundhedsområdet, herunder har flere parter været ude for at kritisere produktivitetskravet.
3334	Bare for at få det slået helt fast: Sundhedsområdet er et centralt fokusområde for regeringen, og vi tager ingen penge fra sygehusene – tværtimod.
3335	Tværtimod tilføres de løbende nye penge og flere penge, så det er en stor misforståelse, hvis nogen tror, at produktivitetskravet og aktivitetsstyringen handler om at tage penge fra nogen.
3336	Produktivitetskravet og aktivitetsstyringen skal understøtte, at de gevinster, som bl.a. kommer fra nye teknologier og nye, bedre behandlingsformer også realiseres.
3337	Når det er sagt, skal vi selvfølgelig udvikle og forbedre styringen.
3338	Det gør vi for at sikre, at rammerne for udvikling af sundhedsområdet er på plads.
3339	I arbejdet kommer vi til at belyse, hvad der virker i den nuværende styring, og hvad der kan forbedres.
3340	Det er altså ikke en lille opgave, der tages fat på, og derfor er det vigtigt for mig at understrege, at målet for regeringen i højere grad er kvalitet frem for en tidsmæssig datostyring.
3341	Og det kræver et stykke arbejde, som jeg synes er vigtigt at følge til dørs, også vigtigere end at gøre det inden for en bestemt dato.
3342	Afslutningsvis vil jeg understrege, at vi ser frem til de kommende forhandlinger med Danske Regioner.
3343	Sundhedsområdet er som nævnt en vigtig prioritet for regeringen, hvilket vi har vist ad flere omgange med de initiativer, vi har taget, og de midler, vi har tilført.
3344	Samtidig er det også på sundhedsområdet vigtigt, at vi bruger ressourcerne og kapaciteten bedst muligt.
3345	Derfor skal vi sammen med bl.a.
3346	Danske Regioner sikre, at vi får mest muligt sundhed for pengene.
3347	Det er centralt for en fortsat udvikling af vores sundhedsvæsen til gavn for patienterne.
3348	Tak for det.
3349	Så går vi over til forhandlingerne.
3350	Den første er ordføreren for forespørgerne, og det er fru Kirsten Normann Andersen, værsgo.
3351	Tak for det.
3352	De gør en fantastisk indsats.
3353	Det er vist ikke tilladt at klappe i Folketingssalen, men de fortjener virkelig en stor hånd.
3354	Det samme siger rigtig mange patienter.
3355	Men først og fremmest fortjener de, at vi har tillid til dem, og at vi lytter til dem.
3356	Når de siger, de løber alt for stærkt, og at det går ud over patienterne, så løber de for stærkt, og det går ud over patienterne.
3357	Det siger patienterne i øvrigt også. Det danske sundhedsvæsen er i verdensklasse.
3358	Specialeplaner og nationale mål har været med til at sikre, at vi alle sammen kan regne med den bedste behandling, uanset hvor i Danmark vi bliver behandlet.
3359	Da jeg var meget ung, passede jeg patienter, som fik fjernet galdeblæren ved operation.
3360	Det var en meget kompliceret operation, som gav store operationssår og et efterfølgende plejeforløb på 14 dage på hospitalet.
3361	I dag kan den samme operation klares på meget kort tid med meget små operationshuller, og ofte kan operationen klares i dagkirurgi.
3362	Det er et godt eksempel på, at ny teknologi kan resultere i en mere skånsom og meget billigere behandling.
3363	På samme måde har specialeplanen ganske vist betydet, at vi ikke altid har et hospital i nabolaget, men vi havde brug for flere specialister, og mange af de små sygehuse har i dag særlige specialer.
3364	Og når borgergrundlaget er en hel region, har man også mulighed for at løse en bestemt opgave så mange gange, at man reelt kan kalde sig specialist.
3365	Men det er også et faktum, at sygehusene siden 2003 har fået budgetterne reguleret med et krav om en effektivisering på 2 pct.
